Title,URL,release_year,rating,votes,type,des,pos,crews,stars
1102. Sheran De Puttar Sher,/title/tt11230742/?ref_=sr_i_1102,1981,,,,,"https://m.media-amazon.com/images/M/MV5BMjM1NjZhZTItYTEzYi00NmFiLWEzNzMtYmJkOTE1ZWM2ZWZhXkEyXkFqcGdeQXVyOTM3ODI3Mjk@._V1_QL75_UX140_CR0,1,140,207_.jpg","['Drama', 'Back to top']","['Hina Altaf', 'Qindeel Jafri', 'Faizan Khawaja', 'Ghulam Mohiuddin', 'Sonia Nazeer', 'Asad Siddiqui']"
1103. Haal,/title/tt2330891/?ref_=sr_i_1103,2011,,,Short,"Set in 1980s Pakistan, an exploration of how the military junta manipulated Islam to suit their own goals. From the perspective of Journalist and a classical Kathak dancer, it shows how the media and the arts were bludgeoned into submission by the dictatorship with the cudgel of religion and morality.",,"['Drama', 'Back to top']","['Muzaffar Adeeb', 'Mohammad Ali', 'Abdul Latif Baloch', 'Asif Khan', 'Nanha', 'Nimmo', 'Shabnam', 'Nayyar Sultana', 'Munawar Zarif']"
1104. Sheran De Puttar Sher,/title/tt1763282/?ref_=sr_i_1104,1969,,,,,"https://m.media-amazon.com/images/M/MV5BMDc4OWVmNjAtZjMxZi00YmRlLTkwZTYtOGU4Mjc0ZjBmODZlXkEyXkFqcGdeQXVyNTM3MzQ3NzE@._V1_QL75_UY207_CR114,0,140,207_.jpg","['Action', 'Drama', 'Musical', 'Back to top']","['Mohammad Ali', 'Deeba Begum', 'Waheed Murad', 'Babra Sharif', 'Talish', 'Muzaffar Adeeb', 'Nirala', 'Tamanna', 'Jalil Afghani', 'A. Shah Shikarpuri', 'Khalid Nizami', 'Mustafa Tind', 'Mirza Shahi', 'Rashid', 'Mizla']"
1105. Usne Chaha Tha Chand,/title/tt29296033/?ref_=sr_i_1105,2022–2023,,,TV Series,,"https://m.media-amazon.com/images/M/MV5BNWU4YWY4NTAtOGZlNi00NTYxLTljOGQtMjYwZDQ4NzU1ZjNmXkEyXkFqcGdeQXVyMTY5NjEwMzM3._V1_QL75_UY207_CR8,0,140,207_.jpg","['Animation', 'Short', 'Drama', 'Back to top']","['Ross K. Foad', 'Curt Naddy', 'Autumn Rose', 'Elliot Skywalker', 'Logan Tran']"
1106. Kaanch,/title/tt25778374/?ref_=sr_i_1106,2006,,,TV Movie,"KaaNCH is a story of a Pakistani who came to London for his studies. The fast paced life of UK engulfs Sami (Adeel Suhrwardy) and he becomes a distant memory for his family in Pakistan. Certain events take Sami back to his homeland, where he finds his brother, Rakay (Khurram Suhrwardy) in the midst of an assassination attempt.","https://m.media-amazon.com/images/M/MV5BMjc1ZmM2OTgtMDBlNy00NDUxLTllOTEtNmFjOWJlNmU0ODIzXkEyXkFqcGdeQXVyMTg0ODU2OA@@._V1_QL75_UY207_CR2,0,140,207_.jpg","['Drama', 'Back to top']","['Tauqeer Paul', 'Javeria Saud']"
1107. Sodai,/title/tt11537166/?ref_=sr_i_1107,2018– ,,,TV Series,,"https://m.media-amazon.com/images/M/MV5BYzFjZTUyM2UtODNjOC00NTM0LTllNGMtMTRjN2FjNWY0Zjg5XkEyXkFqcGdeQXVyMTIyMzkwNzc1._V1_QL75_UY207_CR34,0,140,207_.jpg","['Drama', 'Back to top']","['Shamim Ara', 'Ejaz Durrani', 'Habibur Rehman']"
1108. Naya Suraj,/title/tt28419951/?ref_=sr_i_1108,1977,,,,,,"['Drama', 'Back to top']","['Aaliya', 'Mehmooda Begum', 'Seema Begum', 'Iqbal Hassan', 'Naghma', 'Sultan Rahi', 'Sudhir']"
1109. Haqeeqat,/title/tt29873012/?ref_=sr_i_1109,1974,,,,"Shera Daku fall in love with Chandni and abducted her. Amid bitter animosity for Shera at first, Chandni also fall in love with him. Shera has to sacrifice his present life to marry Chandni and bring peace and love in her life","https://m.media-amazon.com/images/M/MV5BY2UxN2MzNmYtMTdjNC00NDEyLTg1ZDYtYjZkZmQ2ZWEzODE5XkEyXkFqcGdeQXVyNTA0ODI0NjA@._V1_QL75_UY207_CR8,0,140,207_.jpg","['Drama', 'History', 'Back to top']","['Habib', 'Ilyas Kashmiri', 'Nasreen', 'Saqi', 'Shahnaz', 'A. Shah Shikarpuri', 'Nighat Sultana', 'Gul Zaman']"
1110. My Daughter Killed Us,/title/tt15362914/?ref_=sr_i_1110,2021,,,Short,A daughter murders her parents.,"https://m.media-amazon.com/images/M/MV5BYWE2YmQ0OTQtNTA4MC00MTRiLTkxYTYtMWUwZjkwODExNTE1XkEyXkFqcGdeQXVyMzc1MDQyNTM@._V1_QL75_UY207_CR113,0,140,207_.jpg","['Drama', 'Back to top']","['Diljeet Mirza', 'Aslam Pervaiz', 'Jamila Razzaq']"
1111. Yehi hai Zindagi,/title/tt29926445/?ref_=sr_i_1111,2015–2016,,,TV Series,,,"['Drama', 'Back to top']","['Shamim Ara', 'Darpan', 'Asad Jaafri', 'Sultan Rahi', 'Rani']"
1112. Izzat,/title/tt1620488/?ref_=sr_i_1112,1960,,,,,"https://m.media-amazon.com/images/M/MV5BYzI3ZTk4YjQtNDlkYy00Zjc1LWIxMDItMDY5NjFhYjA3NDQxXkEyXkFqcGdeQXVyOTM3ODI3Mjk@._V1_QL75_UY207_CR5,0,140,207_.jpg","['Drama', 'Back to top']","['Mansha Pasha', 'Saqib Sumeer']"
1113. Sajawal,/title/tt2955850/?ref_=sr_i_1113,1971,,,,,"https://m.media-amazon.com/images/M/MV5BY2QxZjU1OTktMzgzZS00MzVhLTg1NzctZDRiMTExM2YxODUyXkEyXkFqcGdeQXVyOTM3ODI3Mjk@._V1_QL75_UY207_CR7,0,140,207_.jpg","['Comedy', 'Drama', 'Back to top']","['Ushna Shah', 'Meera', 'Nahid Shabbir', 'Hammad Farooqui', 'Mehmood Aslam', 'Saba Faisal', 'Ismat Zaidi']"
1114. Shohrat,/title/tt1606331/?ref_=sr_i_1114,1957,,,,,"https://m.media-amazon.com/images/M/MV5BOTVkZTc1OTQtZGVjNy00NDljLWI3YzUtNjEyNTc4YjMwNjQwXkEyXkFqcGdeQXVyNDExMjM0MzE@._V1_QL75_UX140_CR0,2,140,207_.jpg","['Drama', 'Back to top']","['Fahad Hashmi', 'Humza Ghuyyur Akhtar', 'Muneeb Ali', 'Sumaira Ali', 'Ammar Ul Haq', 'Usama Javed', 'Eesha Raza', 'Afifa Shaikh']"
1115. Naya Daur,/title/tt1611120/?ref_=sr_i_1115,1958,6.2,(7),,,,"['Drama', 'Back to top']",[]
1116. Ik Tera Sahara,/title/tt1464754/?ref_=sr_i_1116,1963,5.6,(6),,,,"['Drama', 'Back to top']","['Shaan Shahid', 'Neeli', 'Resham', 'Fakhar E. Alam', 'Nargis', 'Qavi Khan', 'Latif Kapadia', 'Faysal Qureshi']"
1117. Imtehan,/title/tt29309981/?ref_=sr_i_1117,2023,,,TV Special,,"https://m.media-amazon.com/images/M/MV5BMzk1YjgyNjctZWU5YS00MTc3LTg2ZWItOGU2NWZhMzUwNGI2XkEyXkFqcGdeQXVyMTY5NjEwMzM3._V1_QL75_UY207_CR8,0,140,207_.jpg","['Short', 'Drama', 'Back to top']",['Mohsin Ejaz']
1118. Socha Tha Pyaar Na Karenge,/title/tt7116472/?ref_=sr_i_1118,2017,6.7,(21),TV Movie,"Imran and Maira are forced into an arranged marriage by their celebrity sisters. When nothing else works out for them, both make a run for it and coincidentally run into each other.","https://m.media-amazon.com/images/M/MV5BNTE2MDJlYzYtOWZiMi00NjY2LWJjNGUtYmNmNzk4Mjk3NzYyXkEyXkFqcGdeQXVyNDc2ODY3MjA@._V1_QL75_UY207_CR8,0,140,207_.jpg","['Short', 'Drama', 'Back to top']","['Rubab Abidi', 'Hashim Ali', 'Quasim Shah']"
1119. Jagg (Pieces of life),/title/tt21843900/?ref_=sr_i_1119,2022,,,,"JAGG (Pieces Of Life) is a film that accentuates the imperishable relationship between man and God. Amid the worldly desires and holdings, the connection with God may get weakened, but in one way or the other, it gets restored.","https://m.media-amazon.com/images/M/MV5BYzZjYTQ4M2MtMmIwOS00MGEzLThiNWItZTMyNzgxOGIyNzVjXkEyXkFqcGdeQXVyMTI3OTEwNDgw._V1_QL75_UY207_CR3,0,140,207_.jpg","['Drama', 'Romance', 'Back to top']","['Samina Ahmad', 'Salman Ahmed', 'Ahmed Kapadia', 'Huma Nawab', 'Sushma Prashant', 'Sania Saeed', 'Qazi Wajid']"
1120. Oye Motti,/title/tt29041772/?ref_=sr_i_1120,2021–2022,,,TV Series,,"https://m.media-amazon.com/images/M/MV5BN2M0MzliZTYtNWQ0ZS00NmZhLWI2MjItYmNjYmJkNWRjZmMyXkEyXkFqcGdeQXVyMTcwMTMyMTY0._V1_QL75_UY207_CR13,0,140,207_.jpg","['Short', 'Drama', 'Back to top']",['Miraal Sara']
1121. Very Good Dunya Very Bad Log,/title/tt5189148/?ref_=sr_i_1121,1998,7.0,(10),,,"https://m.media-amazon.com/images/M/MV5BYmI2NTc4MjAtZjllOC00MmI3LWFiNTUtOWNhZmRlY2E5MjJiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAzMTc1NjE@._V1_QL75_UY207_CR24,0,140,207_.jpg","['Comedy', 'Drama', 'Romance', 'Back to top']","['Sehar Afzal', 'Furqan Qureshi', 'Farhan Malli', 'Huma Nawab', 'Raju Jamil', 'Benazir Khan']"
1122. Why Not meri jaan?,/title/tt27976896/?ref_=sr_i_1122,2022,,,Short,,"https://m.media-amazon.com/images/M/MV5BODgzMWU3ZGMtNzZhZS00OTljLTllYTMtMjZmMjMzN2FkMmM1XkEyXkFqcGdeQXVyMTA1NDY3MjA4._V1_QL75_UY207_CR34,0,140,207_.jpg","['Drama', 'Back to top']","['Mohammad Ali', 'Waheed Murad', 'Nayyar Sultana', 'Deeba Begum', 'Qavi Khan', 'Munawar Zarif', 'Ali Ejaz', 'Saqi', 'Jalil Afghani', 'Nimmo']"
1123. Roop-Aroop,/title/tt13891778/?ref_=sr_i_1123,2021,,,Short,"A drama short film about affection, loss and emotional adventure of 12 year old boy.","https://m.media-amazon.com/images/M/MV5BMGZiMTRhZGYtYTVjNy00ZGZhLWFiOWEtMDQzYWQ3NTczZmE5XkEyXkFqcGdeQXVyNTU2NTUxMDk@._V1_QL75_UX140_CR0,1,140,207_.jpg","['Documentary', 'Short', 'Drama', 'Back to top']",['Fawzia Mirza']
1124. Aahat,/title/tt4762942/?ref_=sr_i_1124,1991–1992,8.1,(26),TV Series,"Aahat is the story of a young couple, their dreams, social pressures and the consequences of having too many children too soon.","https://m.media-amazon.com/images/M/MV5BOThkZWRmMDktNTNlNS00YWJkLThlZDktNzJjZGZhNGQ5OTZmXkEyXkFqcGdeQXVyODA4NTc5MDc@._V1_QL75_UY207_CR3,0,140,207_.jpg","['Drama', 'Back to top']",['Yashma Gill']
1125. Little Red Roses,/title/tt5125978/?ref_=sr_i_1125,2015,,,Short,"On the cusp of puberty, a young girl who dresses up as a boy to sell roses on the streets of Karachi, Pakistan, has a chance encounter with a famous TV actress / model whom she idolises.",,"['Short', 'Drama', 'Back to top']",[]
1126. Kambakht Dil,/title/tt7122202/?ref_=sr_i_1126,2017,7.4,(20),TV Movie,Sonia's life becomes increasingly complicated when one lie and a misleading Facebook post causes her to pretend to be engaged to someone she just met.,"https://m.media-amazon.com/images/M/MV5BZWI4NmI2ODctY2M4Ny00NGU0LThhZjktNDhmYWU4YzQ1MjVlXkEyXkFqcGdeQXVyNDc2ODY3MjA@._V1_QL75_UY207_CR6,0,140,207_.jpg","['Drama', 'Back to top']","['Ajmal', 'Zeenat Begum', 'M. Ismail', 'Ilyas Kashmiri', 'Sabiha Khanum', 'Santosh Kumar', 'Ghulam Mohammed', 'Nazar', 'Zarif']"
1127. Nanha Farishta,/title/tt28291946/?ref_=sr_i_1127,1974,,,,"Ahmed is working hard to pay the fees of Arshad, his younger brother, whom he brought up as his son after their parents died. When Ahmed was sentenced jailed due to conspiracies, his family dismantled.","https://m.media-amazon.com/images/M/MV5BMDIyZmFhZWYtNTYzNy00YmM2LWEzOWMtYzg3OTQ3Yjk0Y2RiXkEyXkFqcGdeQXVyNTA0ODI0NjA@._V1_QL75_UY207_CR10,0,140,207_.jpg","['Crime', 'Drama', 'Back to top']","['Maham Temuri', 'Salman Khan', 'Ali Ellinos', 'Syed Muaaz', 'Ahmed Nadeem Butt', 'Rameen Huma', 'Faraz Sarwar', 'Hamza Umer', 'Hasan Vlogs', 'Ahmed Munir', 'Syed Sohaib', 'Zayyan Nazi Vlogs', 'Obaid Akhtar']"
1128. The Streets Are Ours: Two Lives Cross in Karachi,/title/tt5529618/?ref_=sr_i_1128,2017,7.5,(9),Short,"This documentary short tells the inspiring story of two Pakistani women: Sabeen Mahmud, founder of Karachi performance space T2F, who paved the way for American actress/writer Fawzia Mirza to perform her one-woman show across Pakistan, one month before Mahmud's tragic murder.","https://m.media-amazon.com/images/M/MV5BOTk2ZjBhNWQtZjNhMy00MDYwLTljNTgtMGRmMjI2N2VkNDI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTIzMjkzNTI@._V1_QL75_UX140_CR0,3,140,207_.jpg","['Short', 'Drama', 'Back to top']","['Rubya Chaudhry', 'Usman Mukhtar', 'Iman Shahid']"
1129. Khatakaar,/title/tt10840076/?ref_=sr_i_1129,2018,,,TV Series,,"https://m.media-amazon.com/images/M/MV5BOWJhMjkxN2UtMzBiZC00YjYzLWE3Y2YtMDZhNzIwNmNlY2E2XkEyXkFqcGdeQXVyNzQwMzAwNTI@._V1_QL75_UY207_CR78,0,140,207_.jpg","['Drama', 'Back to top']","['Sabiha Khanum', 'Santosh Kumar']"
1130. Humanity,/title/tt3068292/?ref_=sr_i_1130,2013,,,Short,"The sypnosis of the short film is basically about humanity. The film promotes the idea of a blind boy who was alone sitting in a park and there he made a new friend who was actually a social worker. Their friendship grew stronger. Blind boy was a very religious boy that every time he thanked to God that still he is better than other. One day blind boy was crossing road and his new friend saved him from accident and take him to hospital for operation. Blind boy saw him in his dream became upset when he know that his new friend has passed away and donated his eyes. The man donated his eyes to that boy. After operation, he got to know that the man who donated him eyes has passed away. He had cancer and for the sake of humanity he donated his eyes. This reveals that their is still humanity left in this world and the world is a better place with such kind of people.",,"['Documentary', 'Short', 'Drama', 'Back to top']",[]
1131. Naaji,/title/tt1620550/?ref_=sr_i_1131,1959,,,,,,"['Drama', 'Back to top']","['Ejaz Durrani', 'Nazar', 'Aslam Pervaiz']"
1132. Tawaan,/title/tt13168720/?ref_=sr_i_1132,2020,8.8,(30),TV Series,First ever Pakistani crime based web series where two aspiring goons in order to earn a big amount of money plan to kidnap a girl for a big sum of money to get out of every day struggles.,"https://m.media-amazon.com/images/M/MV5BMGJkYWMwZDAtOWEwZi00ODEyLTgyNzUtNDgzNzBiYjM3MzhmXkEyXkFqcGdeQXVyMTI0NjQ2NTA2._V1_QL75_UY207_CR13,0,140,207_.jpg","['Drama', 'Family', 'Back to top']","['Nazan Saatçi', 'Ali Ahmad', 'Ali Ahmed', 'Anjanan', 'Ilyas Anjum', 'Nadeem Baig', 'Abdul Karim Baloch', 'Najam Chaudhary', 'Arif Dar', 'Hanif', 'Mehfoozul Haq', 'Nadir Khan', 'Sakeena Samoo', 'Sakina Samun', 'Saqi', 'Mehmat Sarhadi', 'Sushma Shahi', 'Mussarat Sheikh']"
1133. Bench,/title/tt26741564/?ref_=sr_i_1133,2021,,,Short,"Bench is about a young couple who are at a crossroad of their relationship where leaving each other is just as difficult as staying together. They meet again at their favorite spot to resolve their conflict, once and for all.","https://m.media-amazon.com/images/M/MV5BZjQwOGRhYmItNGNjNC00ZDBhLTliNWYtYWUzNzRiY2EwYzE4XkEyXkFqcGdeQXVyMTUzNzc5MTA1._V1_QL75_UX140_CR0,4,140,207_.jpg","['Short', 'Drama', 'Back to top']","['Jia Ali', 'Aftab Khan']"
1134. Tasvir,/title/tt8060794/?ref_=sr_i_1134,1966,,,,,"https://m.media-amazon.com/images/M/MV5BYjhmMDM1OWQtNTI0MS00M2NjLThkZWMtNWRlMDQ2OTM0M2ZhXkEyXkFqcGdeQXVyNDI3NjcxMDA@._V1_QL75_UY207_CR6,0,140,207_.jpg","['Short', 'Drama', 'Fantasy', 'Back to top']","['Mohsin Babar', 'Joshinder Chaggar', 'Sheema Kermani', 'Shakeel Rana']"
1135. Samreen,/title/tt8998950/?ref_=sr_i_1135,2018,,,Short,A courageous girl from an under privileged and very conservative family in Karachi pursues her dream of auditioning for Pakistan Idol,,"['Drama', 'Back to top']","['Adarsh Ayaz', 'Khalil Ahmed', 'Khwaja Akmal', 'Hafeez Pasha', 'Darakhshan Tahir']"
1136. Manzil,/title/tt1623678/?ref_=sr_i_1136,1960,,,,,,"['Drama', 'Back to top']","['Natasha Ali', 'Maira Khan', 'Kamran Mujahid', 'Jan Rambo', 'Saleem Sheikh']"
1137. Badla,/title/tt7511032/?ref_=sr_i_1137,1987,,,,"Ramnagar is a simple beautiful village. Bharati Devi is a very honourable and respected Lady who loves her village. She is the chief of the local Panchayat of Ramnagar. She always backs the rights of the common people. Bharti devi lives in a very expanded family with all his sons and daughter. Sonaton is a very cruel and dishonest person who believes that Bharti Devi is responsible for his father's death. But everybody knows that was a mere accident. Sonaton conspires against her and tries to grab the property of Bharti Devialong with two of her eldest son who he manages to convice. But he knows that he has a hurdle in front of him called Arjun. Arjun is the brother of those two conspirators. He always works for the wellness and rights of the villagers, every single villager loves him and they believes him as their friend. On the other hand an urban girl Nanda came to Ramnagar and falls in love with Aarjun. But her mother wants her to marry Rudra who eventually is the brother of Sonatan. Then after lots of struggle Arjun became victorious over the cruel thought of Sonaton and won her love.","https://m.media-amazon.com/images/M/MV5BNDQ0ZDM4MjUtNmZhMC00MGVlLWIxOTgtYmZiZTk4YTNlMGIyXkEyXkFqcGdeQXVyMTkzNTcwMDc@._V1_QL75_UY207_CR5,0,140,207_.jpg","['Short', 'Drama', 'Back to top']","['Sufiyan Baghdadi', 'Syed Karam Hussain', 'Shakeeb Kausar', 'Bilal Yousufzai']"
1138. Akhri Mohabbat,/title/tt28603460/?ref_=sr_i_1138,2023,,,Short,,"https://m.media-amazon.com/images/M/MV5BMDAxYWJhNGUtMWVkMC00NzE2LThkNTYtOWVlMzQwMjJhMjhlXkEyXkFqcGdeQXVyMjQwOTAzMzY@._V1_QL75_UX140_CR0,5,140,207_.jpg","['Short', 'Crime', 'Drama', 'Back to top']","['Syed Danish Ali Hashmi', 'Ali Bin Mobashir', 'Uzair Yahya']"
1139. Poshak,/title/tt1767364/?ref_=sr_i_1139,2010,7.0,(13),Short,"Uninspired writer, DUA TARIQ, realizes that the search for uninhibited creativity and her true self requires freedom from society's harsh judgements and facades. Her inner soul must be lured out to fulfill her manifestation.",,"['Drama', 'Back to top']","['Yashma Gill', 'Nimra Khan', 'Haroon Shahid', 'Ahmed Shahzad']"
1140. Babu,/title/tt5963536/?ref_=sr_i_1140,2008,,,,,,"['Documentary', 'Biography', 'Drama', 'Back to top']",['Changu Changezi']
1141. Jugnu - Ramzan,/title/tt29137524/?ref_=sr_i_1141,2018,,,TV Series,,"https://m.media-amazon.com/images/M/MV5BZjhhZWJhNzAtZjNhNS00ZDQxLTkxNDMtZjY1YWVhMjM4ZjczXkEyXkFqcGdeQXVyMjQwOTAzMzY@._V1_QL75_UX140_CR0,0,140,207_.jpg","['Short', 'Drama', 'Fantasy', 'Back to top']","['Paras Masroor', 'Abdul Rehman', 'Hafiz Mohammad Shoaib Khan', 'Rafiq Qambrani', 'Farhad Rizvi', 'Hammad Saleem', 'Gadha Hussain', 'Sumaira Ahmed', 'Khushboo Rizwan', 'Arshman Naseer', 'Khair Muhammad', 'Qarina Mehboob', 'Asad Amin', 'Rj Owais', 'Zahid Sarbazi', 'Usama Ibrahim']"
1142. Asr E Aab,/title/tt5238928/?ref_=sr_i_1142,2015,,,Short,"A story about a relationship of a man with a child leading them to uncertain consequences and arousing a question, ""Loyalty at what price?""","https://m.media-amazon.com/images/M/MV5BN2FhMzk5MGItOGNjYi00YjcxLWEyODUtMzNkZWM1YmMzNTg0XkEyXkFqcGdeQXVyMzc0NzU5MTc@._V1_QL75_UY207_CR3,0,140,207_.jpg","['Short', 'Drama', 'Back to top']","['M.J. Ahsan', 'Falak Butt', 'Madiha Khan']"
1143. Conflict: Short Film,/title/tt4820510/?ref_=sr_i_1143,2014,,,Short,"Two boys, one a Sunni, the other a Shiite have their friendship tested by their differing beliefs. A dangerous decision affects their lives forever.",,"['Drama', 'History', 'War', 'Back to top']","['Aasia', 'Shamim Akhtar', 'Akmal', 'Babar', 'Aslam Butt', 'Cham Cham', 'Maya Devi', 'Shamshad Hussain', 'Ilyas Kashmiri', 'Komal', 'Jaggi Malik', 'Modi', 'Zareen Panna', 'Rehan', 'Roshan', 'Bahadur Shah', 'Shimmi', 'Sudhir']"
1144. Tasveer,/title/tt19712116/?ref_=sr_i_1144,2019–2020,,,TV Series,,,"['Drama', 'Back to top']","['Noor Mohammad Charlie', 'Suzi Daniels']"
1145. I Shall Dance,/title/tt3776294/?ref_=sr_i_1145,2014,,,,"A story about a young man from Quetta, Pakistan who wanted to dance and had to face obstacles in his life to reach his goal of becoming a professional dancer.","https://m.media-amazon.com/images/M/MV5BOWNjOGM1ZDYtY2MzZC00MDkxLThjOWEtM2RmYmExMWIzMjllXkEyXkFqcGdeQXVyNjc0NDMzOTY@._V1_QL75_UY207_CR3,0,140,207_.jpg","['Crime', 'Drama', 'Family', 'Back to top']","['Aasia', 'Ajmal', 'Habib', 'Naeem Hashmi', 'Iqbal Hassan', 'Muhammad Ismail', 'Naghma', 'Rangeela', 'Mazhar Shah', 'Talish']"
1146. Thookna Mana Hai: Do Not Spit,/title/tt6293980/?ref_=sr_i_1146,2016,,,Short,"The Logline of ""Yahan Thookna Mana Hai"" is that Farhan is stuck in premises where he wants to spit but he can't. But in the end when he spits, his mother will die.","https://m.media-amazon.com/images/M/MV5BZjJiZTM5MDktNjJjOC00ZDNiLWEwNDItNDE4ZDU0MDM4ODEwXkEyXkFqcGdeQXVyNzg3Mjc3Mjg@._V1_QL75_UY207_CR3,0,140,207_.jpg","['Drama', 'Back to top']","['Farogh Kifayat', 'Saleem Mairaj', 'Kainat Angel', 'Najma Kifayat', 'Alyy Khan', 'Kausar Siddiqui', 'Anoushey Rania Khan', 'Furqan Qureshi', 'Junaid Akhtar', 'Rashid Farooqi', 'Malik Raza', 'Beenish Chohan', 'Salman Saeed', 'Kaif Ghaznavi', 'Erum Eru', 'Khawar Basheer', 'Faisal Baali', 'Ayan Ahmed']"
1147. Darrar,/title/tt29791571/?ref_=sr_i_1147,2023,,,Short,,"https://m.media-amazon.com/images/M/MV5BYTU3NTBiOTMtMGZmMi00YTBkLWFlYmQtZWQ4ZDgxMDYzZmY5XkEyXkFqcGdeQXVyMjQwOTAzMzY@._V1_QL75_UX140_CR0,5,140,207_.jpg","['Drama', 'Back to top']","['Nadia Afgan', 'Fiza Ali', 'Marjan Fatima Bokhari', 'Usmaan Peerzada']"
1148. Baghawat,/title/tt9462066/?ref_=sr_i_1148,1963,,,,,"https://m.media-amazon.com/images/M/MV5BNzRkN2JjNDAtZGUwMy00MDc3LThmZDUtM2M5NmNhN2YzY2Q5XkEyXkFqcGdeQXVyNDExMjM0MzE@._V1_QL75_UX140_CR0,1,140,207_.jpg","['Short', 'Drama', 'Back to top']","['Atiqa Asif', 'Minaal Haider', 'Rafay Salim']"
1149. Parai Zameen,/title/tt1611132/?ref_=sr_i_1149,1958,,,,,,"['Short', 'Drama', 'Mystery', 'Back to top']","['Abdullah Ali', 'Zeeshan Khan', 'Mohemmed Shamoon']"
1150. Yaar Mastanay,/title/tt10151592/?ref_=sr_i_1150,1974,,,,,"https://m.media-amazon.com/images/M/MV5BODk3ZmIyZGQtZTUyYy00YjM1LTgzOTItNDMyY2FkYTk1M2RiXkEyXkFqcGdeQXVyOTM3ODI3Mjk@._V1_QL75_UY207_CR9,0,140,207_.jpg","['Short', 'Drama', 'Back to top']","['Samina Ahmad', 'Durdana Butt']"
1151. Wedding Night Stories,/title/tt13370502/?ref_=sr_i_1151,2020– ,,,TV Series,,"https://m.media-amazon.com/images/M/MV5BNzgxY2EwZjgtMTk2NS00YzBiLTg2ZmYtNGExZmNjM2NhYTZiXkEyXkFqcGdeQXVyNjMwOTg0Nzc@._V1_QL75_UY207_CR114,0,140,207_.jpg","['Drama', 'Back to top']",['Sadia Faisal']
1152. Shaam Dhalay,/title/tt13529472/?ref_=sr_i_1152,2016,,,TV Series,"Shaam Dhalay centers on Alina and her family. After the sudden death of her father, Alina has to deal with a brother she never knew existed.","https://m.media-amazon.com/images/M/MV5BNWNjMDUzNTItN2RjMS00ZjQ0LWJiMWUtNTBlNGRjODY3ZThiXkEyXkFqcGdeQXVyNjMwOTg0Nzc@._V1_QL75_UX140_CR0,16,140,207_.jpg","['Drama', 'Back to top']","['Zeba Bakhtiar', 'Mohib Mirza', 'Shamoon Abbasi', 'Arij Fatyma', 'Sajid Hasan', 'Yousuf Kamal', 'Qaiser Naqvi', 'Eshita Syed']"
1153. The Notion,/title/tt21854936/?ref_=sr_i_1153,2019,,,Short,"When a depressed friend reconciles his past during his medical treatment, he begins to understand the thought process of his friend.","https://m.media-amazon.com/images/M/MV5BMzUxMTA3NjktNWUxZi00OTk5LWE5YTgtYWRiOWNkY2QzZmI0XkEyXkFqcGdeQXVyMTMyMTU5MjY0._V1_QL75_UY207_CR13,0,140,207_.jpg","['Short', 'Comedy', 'Drama', 'Back to top']",['Usman Malik']
1154. My Greatest Story,/title/tt3688994/?ref_=sr_i_1154,2014,,,Short,A visionary writer suffers from writer's block which forces him to explore new depths of his mind to come up with his greatest story yet.,,"['Short', 'Drama', 'Back to top']","['Ali Hussain', 'Hammad Khan', 'Sameena Nazar']"
