Title,URL,release_year,rating,votes,type,des,pos,crews,stars
1040. Aao Kahani Buntay Hain,/title/tt2173045/?ref_=sr_i_1040,2011,6.8,(6),TV Series,"A strong drama series containing entirely unique and new stories every week. Sania Saeed and Nauman Ijaz are seen acting with the best ever chemistry on screen. Excellent cast with fabulous new concepts. The distinctive point of ""Aao Kahani Buntay Hain"" is the variety of get ups Sania and Nauman are seen wearing. This drama is known as the worth mentioning drama in the history of dramas of Pakistan.","https://m.media-amazon.com/images/M/MV5BMGU0OTA5MGUtMGVhYi00NmQwLTk2YWQtMjQwYjQ5YWMzODFhXkEyXkFqcGdeQXVyNDYwMTk5ODc@._V1_QL75_UY207_CR34,0,140,207_.jpg","['Drama', 'Back to top']","['Shamim Ara', 'Ilyas Kashmiri', 'Ratan Kumar']"
1041. Sitara Aur Mehr-Un-Nisa,/title/tt1645014/?ref_=sr_i_1041,1992– ,5.3,(31),TV Series,The story is about two cousins Sitara and Mehr-Un-Nisa and what problems do they have to face after marriage.,,"['Drama', 'Back to top']","['Aaliya', 'Allauddin', 'Naghma', 'Nazim', 'Sultan Rahi', 'Rangeela', 'Habibur Rehman', 'Talat Siddiqui']"
1042. Mohabbat 5 KG,/title/tt29942264/?ref_=sr_i_1042,2022,,,,"Yasir Nawaz and Hina Altaf, a couple with an age difference, are facing societal pressure due to this age gap. The husband, Yasir Nawaz, feels the need to appear closer in age to his wife, Hina Altaf, decides to go on a fitness regime in order to conform to societal norms and expectations. However, the true essence of a relationship lies in love, understanding, and companionship rather than adhering to arbitrary societal standards.","https://m.media-amazon.com/images/M/MV5BOTMwMzQyMjAtZmIzYi00YzNmLWFhNWItODU1YzgyNzkxMjRmXkEyXkFqcGdeQXVyMTA1MDQzNjM5._V1_QL75_UY207_CR8,0,140,207_.jpg","['Drama', 'Back to top']",['Noor Jehan']
1043. Bandhan,/title/tt14245768/?ref_=sr_i_1043,1980,,,,Ishrat and her righteous elder sister had a showdown after which Ishrat demanded her share from ancestral property to run down a hotel at their residence partnering with Aslam who is a vicious drug lord.,"https://m.media-amazon.com/images/M/MV5BYmVmMDE3ZjgtOTNiZi00YzUwLWFkZDQtZDZkYmE4ZDhmOTk5XkEyXkFqcGdeQXVyNTA0ODI0NjA@._V1_QL75_UY207_CR2,0,140,207_.jpg","['Drama', 'Family', 'Back to top']","['Aziz Azul', 'Anwar Saheb Khan', 'Ehsan Danish', 'Shahnawaz Shah', 'Aqib Asif', 'Zakir Daad Baloch']"
1044. The Roots,/title/tt9034964/?ref_=sr_i_1044,2019,,,Short,"Sally and Ryan are two young adults in love who have futures away from the farm. When Sally's dad is injured, the two are forced to reexamine their future and what's important to them.","https://m.media-amazon.com/images/M/MV5BYzI0Nzg2MGUtMzI2Ny00N2VmLWI4ZDktNDJmZDI3ZTFmYmVkXkEyXkFqcGdeQXVyODA5MjY3MzA@._V1_QL75_UY207_CR8,0,140,207_.jpg","['Drama', 'Back to top']",['Sheikh Mehmood']
1045. Do Ustad,/title/tt1623650/?ref_=sr_i_1045,1960,,,,,,"['Drama', 'Back to top']","['Nisar', 'Sultan Rahi', 'Rani', 'Rekha', 'Mazhar Shah']"
1046. Insaan Ik Tamasha,/title/tt2956242/?ref_=sr_i_1046,1972,,,,,,"['Short', 'Drama', 'Back to top']","['Sherwyn Anthony', 'Rubya Chaudhry', 'Naveed Kamal', 'Muhammad Zeeshan']"
1047. Nai Kiran,/title/tt0232154/?ref_=sr_i_1047,1960,,,,,"https://m.media-amazon.com/images/M/MV5BMTJjZmJmNTQtOTQxNy00NTcwLTliOGMtNzA5OTdlZjNmYzBkXkEyXkFqcGdeQXVyMjM5NDM1MTE@._V1_QL75_UY207_CR68,0,140,207_.jpg","['Drama', 'Back to top']","['Salma Agha', 'Mohammad Ali', 'Ilias Kanchan', 'Rangeela', 'Jawed Sheikh']"
1048. Zaraab,/title/tt7813894/?ref_=sr_i_1048,2018,7.4,(7),,Five individuals struggling to achieve their dreams in a Future City.,"https://m.media-amazon.com/images/M/MV5BNzUxNTQ3MTQtM2JiYi00MzA1LTg2YmUtNmNhNDFiNzNmYzlmXkEyXkFqcGdeQXVyNzUwMDQwOTg@._V1_QL75_UX140_CR0,10,140,207_.jpg","['Documentary', 'Short', 'Biography', 'Back to top']",[]
1049. Janisar,/title/tt1637690/?ref_=sr_i_1049,1961,,,,,,"['Drama', 'Back to top']","['Shahid Hameed', 'Humayun Qureshi', 'Sabeeta', 'Seemab', 'Jawed Sheikh']"
1050. Siran Naal Sardarian,/title/tt2955824/?ref_=sr_i_1050,1971,,,,,,"['Drama', 'Back to top']","['Hiba Ali', 'Babar Khan', 'Shaheen Khan']"
1051. 1978,/title/tt12706006/?ref_=sr_i_1051,2020,7.6,(27),Short,"Lenny, a rock-star from the Christian community is offered the chance to reinvent himself as a State-sanctioned singer. With Islamic fervor gripping the nation, he must decide if he is able to change with the times.","https://m.media-amazon.com/images/M/MV5BYzQzYmE5ZWItNDhiYi00NjBhLTgwMmEtMjkzYWZlOWUzNDE1XkEyXkFqcGdeQXVyMjg4MTAzMjk@._V1_QL75_UY207_CR4,0,140,207_.jpg","['Comedy', 'Drama', 'Back to top']","['Mark Kempson', 'Danish Naveed', 'Mark Ryder', 'Sangeet Samra', 'Sandeep Garcha']"
1052. Ham Ek Hayn,/title/tt7721688/?ref_=sr_i_1052,1986,,,,,,"['Action', 'Drama', 'Family', 'Back to top']","['Sultan Rahi', 'Neeli', 'Ghulam Mohiuddin', 'Noshaba', 'Shahid Hameed', 'Talish', 'Firdous', 'Naghma', 'Habibur Rehman', 'Rangeela', 'Munir Zarif', 'Tani', 'Surayya Khan', 'Hairat Anghez', 'Kaleem Shah', 'Agha Jafar', 'Qadar Khan', 'Ali Mian']"
1053. Flowers on the Street,/title/tt3457330/?ref_=sr_i_1053,2013,,,Short,"'Flowers on the Street' is about the plight of the street kids of Pakistan, who are forced to beg by their own parents and handlers. These kids later suffer humiliation and brutality at the hands of the Police and the so-called government run Child Protection Centers. There are millions of kids in Pakistan who are stuck in this vicious circle of poverty, begging, and lack of protection by the state. The documentary follows a day in the life of one such unfortunate kid - Sabir Ali.",,"['Drama', 'Back to top']","['Shahid Hameed', 'Asif Khan', 'Ghulam Mohiuddin', 'Najma', 'Nisho']"
1054. Nadia,/title/tt11952166/?ref_=sr_i_1054,1985,,,,,,"['Drama', 'Back to top']","['Sadia Imam', 'Shagufta Ejaz', 'Javeria Abbasi', 'Shabbir Jan', 'Subhani Ba Yunus', 'Shehzad Shah', 'Aarif Siddiqui', 'Riffat Bukhari', 'Saqib Sheikh', 'Nafees Shamsi']"
1055. Apnay Paraye,/title/tt14993524/?ref_=sr_i_1055,2017,,,TV Series,,,"['Drama', 'Back to top']","['Sohail Cheema', 'Nisar Qadri', 'Saleena Sipra', 'Shahzel Syed']"
1056. Change,/title/tt3916116/?ref_=sr_i_1056,2014,,,,"Summary Everyone has a dream and Sahil's ultimate dream is to study in the posh city of London in UK. He aspire to make a living and settle in the sophisticated country, away from the poverty, violence and corruption ridden Pakistan. For these reasons, Sahil hates his own country and seeks solace elsewhere. With the help of his cousin, he manages to get an admission in a reputed college in London. It is there he meets Nisha, a UK born girl with Pakistani parents, who shares a hatred on Pakistani men as he sister's marital life was spoiled by one. She has a more liberal mind and begins to hate Sahil for his lack of respect towards his country. In an attempt to impress her, Sahil does pranks that end him in big trouble and a change. Will Sahil finally understand the true value of one's home country? Are the young people of today mature enough to know they should give something in return for the place they came from? Gear up for a joyous, romantic journey in a college where thought provoking incidents are set to occur, showing the real power of youngsters.",,"['Drama', 'Mystery', 'Romance', 'Back to top']","['Imran Akhtar', 'Sara Akmal', 'Agha Ali', 'Rasheed Baig', 'Salman Baig', 'Javed Bhatti', 'Rashid Khan', 'Shaheen Khan', 'Uzma Khan', 'Rashid Mehmood', 'Hassan Mrad', 'Zaib Rehman', 'Abdullah Sultan']"
1057. Dilawar Khan,/title/tt11767738/?ref_=sr_i_1057,1988,,,,,"https://m.media-amazon.com/images/M/MV5BMDA2YTJlMDUtMWE1NS00YWY3LWFiYzMtMTljMDExODFmYTlkXkEyXkFqcGdeQXVyOTM3ODI3Mjk@._V1_QL75_UX140_CR0,1,140,207_.jpg","['Drama', 'Back to top']","['Afzaal Ahmad', 'Mehboob Alam', 'Allauddin', 'Bahar Begum', 'Seema Begum', 'Meena Daud', 'Master Imran', 'Imrozia', 'Lehri', 'Ghulam Mahuyyuddin', 'Neena', 'Babra Sharif', 'Tamanna']"
1058. Aamna Samna,/title/tt6512884/?ref_=sr_i_1058,1977,,,,,,"['Short', 'Drama', 'Back to top']","['Nouman Ijaz', 'Mansha Pasha']"
1059. Wafa Aka Loyalty,/title/tt4759296/?ref_=sr_i_1059,1999– ,,,TV Series,"Samina an incredulous, self-loving woman married to her aunt's stepson, a soft hearted lawyer, Azhar. Sam's friend Dodi is married to an old rich man but is after a young lawyer who is Azhar's colleague. Azhar throws a party for his senior Chugtai and invites his friend Ayesha, a psychiatrist, which annoys Sam. She calls Azhar in question in the middle of the party and ruins it by blowing up in the face. Azhar's argument with Sam and decision of leaving her makes an effect on Sam.","https://m.media-amazon.com/images/M/MV5BYTBkODYzZWUtMDdmNy00YjM4LTk3Y2ItOWUyOWRiMTg1OGY2XkEyXkFqcGdeQXVyMjUxNzk5MjM@._V1_QL75_UY207_CR1,0,140,207_.jpg","['Drama', 'Back to top']","['Lubna Aslam', 'Badar Khalil', 'Asad Malik', 'Saania Saeed', 'Adnan Siddiqui']"
1060. Khidonay,/title/tt21093374/?ref_=sr_i_1060,2006,,,TV Series,,,"['Short', 'Drama', 'Back to top']","['Hassan Ahmed Raja', 'Komal Lodhi', 'Bakar Naveed', 'Rabbiya Javaid', 'Faisal Khattak', 'Aqsa Abbas', 'Hashaam Ahmed', 'Asad Iqbal', 'Irfan Asghar']"
1061. The Dusk,/title/tt2036455/?ref_=sr_i_1061,2011,5.8,(22),,The Dusk : An Urdu Feature Film is a drama centered on a newly married couple Ali and Fatima. Ali is Mysteriously kidnapped on the 5th day of their marriage .Neither do the kidnappers demand ransom nor do they cotact back.,"https://m.media-amazon.com/images/M/MV5BMGIxY2IyMzktNGRkYi00OWMzLWI5NzgtYjY2NmVmNjYwYTdhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjc1Nzg4Mjc@._V1_QL75_UX140_CR0,1,140,207_.jpg","['Drama', 'Back to top']","['Mohammad Ali', 'Waheed Murad', 'Zeba', 'Roohi Bano', 'Kamaal Irani', 'Albela', 'Aslam Pervaiz', 'Ibrahim Nafees', 'Meena Daud', 'Asha Posley', 'Mizla']"
1062. Masoom,/title/tt11954314/?ref_=sr_i_1062,1975,,,,,,"['Action', 'Crime', 'Drama', 'Back to top']","['Shaan Shahid', 'Saima Noor', 'Moammar Rana', 'Nadeem Baig', 'Resham']"
1063. Pepsi Liter of Light,/title/tt28515359/?ref_=sr_i_1063,2017,,,Video,,"https://m.media-amazon.com/images/M/MV5BMmNmMDU1YWItMDlkOS00YTI2LTk1MWQtNWY3NzVhMTBmMGFkXkEyXkFqcGdeQXVyMTA2MzQ1MjMz._V1_QL75_UY207_CR213,0,140,207_.jpg","['Drama', 'Back to top']","['Shabnam', 'Mohammad Ali', 'Nisho', 'Qavi Khan', 'Lehri', 'Syed Mehmood Ali', 'Najma Begum', 'Meena Chaudhry', 'Ali Ejaz', 'Hanif', 'Imrozia', 'Kamaal Irani', 'Zahid Khan', 'Najma Mehboob', 'Naina', 'Nirala', 'Durdana Rehman', 'Saiqa']"
1064. Hawa Rait Aur Aangan,/title/tt1627006/?ref_=sr_i_1064,2010– ,,,TV Series,,,"['Crime', 'Drama', 'Back to top']","['Darpan', 'Asif Jah', 'Musarrat Nazir', 'Agha Salim Raza']"
1065. Closure,/title/tt7533498/?ref_=sr_i_1065,2016,,,Short,A man's fight against his past.,"https://m.media-amazon.com/images/M/MV5BZGU4YWQyYjQtMGIwMi00NTEyLWI4ZjUtMGZmMmIxZGQ5YWQ4XkEyXkFqcGdeQXVyMTk0NTU1NjU@._V1_QL75_UX140_CR0,0,140,207_.jpg","['Short', 'Drama', 'Back to top']","['Hasan Ahmed', 'Sabeena Farooq']"
1066. Goong Uthi Shehnai,/title/tt29304060/?ref_=sr_i_1066,1976,,,,"Badshah is the elder brother of Razia, who hark hard to save money for her marriage. However, things take a turn when Badshah's diagnosed with Asthma and got kicked out from several manual labor jobs.","https://m.media-amazon.com/images/M/MV5BMWUwM2I3MDktZjk5Ny00MWQ4LTgwYTktZjA4NzYxMWFiMmIzXkEyXkFqcGdeQXVyNTA0ODI0NjA@._V1_QL75_UY207_CR8,0,140,207_.jpg","['Drama', 'Back to top']","['Afzaal', 'Ejaz Durrani', 'Firdous', 'Sultan Rahi', 'Zamurrud']"
1067. Kundan,/title/tt17499102/?ref_=sr_i_1067,2003,,,,,,"['Drama', 'Back to top']","['Shamoon Abbasi', 'Shamim Hilaly', 'Naila Jaffri', 'Shabbir Jan', 'Amilia Josephena', 'Asif Raza Mir', 'Faysal Qureshi', 'Faisal Shah', 'Tooba Siddiqui', 'Mikaal Zulfiqar']"
1068. Paisa,/title/tt30059919/?ref_=sr_i_1068,1975,,,,,,"['Drama', 'Romance', 'Back to top']","['Sajal Ali', 'Nadia Hussain', 'Angeline Malik', 'Sunita Marshall', 'Faisal Rehman']"
1069. Baap Ka Gunah,/title/tt1606175/?ref_=sr_i_1069,1957,,,,,,"['Drama', 'Back to top']","['Sabiha Khanum', 'Waheed Murad', 'Mohammad Ali', 'Zeba', 'Santosh Kumar', 'Talish', 'Lehri', 'Saqi', 'Sabira Sultana', 'Muzaffar Adeeb', 'Imdad Hussain', 'Aslam Pervaiz', 'Gotam', 'Emi Menuwala', 'Billu', 'Khatana', 'Pappu', 'Ahmad Rushdi']"
1070. Pyare Baba,/title/tt13618542/?ref_=sr_i_1070,2019,,,Short,,"https://m.media-amazon.com/images/M/MV5BYmRhNTYyZjgtMGQ0My00YmI4LThiNGItNmZiZGQ0YzIxNGM1XkEyXkFqcGdeQXVyMTI2NzE4Mzc3._V1_QL75_UY207_CR114,0,140,207_.jpg","['Short', 'Drama', 'Mystery', 'Back to top']","['Hassan Ahmed Raja', 'Samiha Qadeer']"
1071. Raju,/title/tt2956248/?ref_=sr_i_1071,1972,,,,,,"['Short', 'Drama', 'Back to top']","['Muneeb Butt', 'Gul-e-Rana']"
1072. Dil Hai Chota Sa,/title/tt27264149/?ref_=sr_i_1072,2010–2011,,,TV Series,,,"['Drama', 'Back to top']","['Sumbul Iqbal', 'Danish Taimoor']"
1073. Sitamgar,/title/tt7451538/?ref_=sr_i_1073,2012–2013,,,TV Mini Series,,,"['Drama', 'Back to top']","['Anum Fayaz', 'Shahzad Noor']"
1074. Kaneez,/title/tt27044268/?ref_=sr_i_1074,1965,,,,"Parveen is a Kaneezadi, who got married to Hamid, a Nawabzaad after he lost her fiance Bano in an accident. After few, Hamid got killed in a car crashed and Nawab Jamshed Ali Khan kicked her out from his royal place.","https://m.media-amazon.com/images/M/MV5BMTBiOTRiZTktMzc0Ni00YTY3LTg4MmQtMjk0MmUzODM5OTM3XkEyXkFqcGdeQXVyNTA0ODI0NjA@._V1_QL75_UY207_CR10,0,140,207_.jpg","['Short', 'Drama', 'Back to top']","['Adeel Abbas Ali', 'Amir Abbas Ali', 'Waqas Ali Khan']"
1075. Safaya,/title/tt29438255/?ref_=sr_i_1075,2020,,,Short,A delusional janitor gets inspired by a podcast on the radio about cleansing your soul and goes on a rampage of murders of anyone he finds evil.,"https://m.media-amazon.com/images/M/MV5BNzE1NmY0NjItM2M1Yi00NzJmLWE0YzMtNjFhOWZlM2UyODQ4XkEyXkFqcGdeQXVyMTk0NTU1NjU@._V1_QL75_UY207_CR114,0,140,207_.jpg","['Drama', 'Back to top']","['Inayat Hussain Bhatti', 'Firdous', 'Sultan Rahi', 'Habibur Rehman', 'Rozina']"
1076. Talaash e Gumshuda,/title/tt13618372/?ref_=sr_i_1076,2019,,,Short,,"https://m.media-amazon.com/images/M/MV5BNmIyYWRjNzEtNDMxMC00OWFjLWJjNjktZDBmYTFkN2NjMzgxXkEyXkFqcGdeQXVyMTI2NzE4Mzc3._V1_QL75_UY207_CR114,0,140,207_.jpg","['Action', 'Drama', 'Game-Show', 'Back to top']","['Jonny Loquasto', 'Andrew Harrison', 'Carlos Colón Jr.', 'Melissa Santos', 'Michael Majalahti', 'Stu Bennett', 'Iftikhar Thakur', 'Chris Mordetzky', 'Thomas La Ruffa', 'Natalie Harrison', 'Ho Ho Lun', 'Alex Walmsley', 'Jackie Pallo', 'Adam Flex Maxted', 'Fabio Ferrari', 'Badshah Pehalwan Khan', 'Angel Bombita', 'Betty Trash']"
1077. Raju Rocket,/title/tt29045993/?ref_=sr_i_1077,2012,,,TV Series,,"https://m.media-amazon.com/images/M/MV5BMzZiZTc4ZWMtOTAwNi00ZDExLTkwZGUtYmQxYTc5MzQ2N2I4XkEyXkFqcGdeQXVyMTcwMTMyMTY0._V1_QL75_UY207_CR114,0,140,207_.jpg","['Drama', 'Musical', 'Back to top']","['Akmal', 'Allauddin', 'Zeenat Begum', 'Naghma', 'Sultan Rahi', 'Rangeela', 'Sawan', 'Mazhar Shah', 'Meena Shorey', 'Munawar Zarif']"
1078. Yeh Chahatein Yeh Shiddatein,/title/tt13446216/?ref_=sr_i_1078,2016,,,TV Mini Series,Nawaira never thought her admirers will become a threat- her own cousins,"https://m.media-amazon.com/images/M/MV5BNjhkMjVkODAtZDkzYy00NjVhLTgyYzYtZTFkNDI3MmNmMDViXkEyXkFqcGdeQXVyMTI0NzY1MTg5._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Back to top']","['Aaliya', 'Azim', 'Tarana', 'Muzaffar Adeeb', 'Nanha', 'Zeenat Begum', 'Gul Hameed']"
1079. Nightlife,/title/tt3068440/?ref_=sr_i_1079,2013,5.4,(5),Short,"A glimpse into the life of male child sex-workers in Lahore, Pakistan.","https://m.media-amazon.com/images/M/MV5BMzJiZDdkZmMtMjE4Mi00M2YwLWE2MjMtYmMzZjVhNzM0ODA1XkEyXkFqcGdeQXVyMjAyODI5ODE@._V1_QL75_UY207_CR89,0,140,207_.jpg","['Drama', 'Back to top']","['Shahid Hameed', 'Juggi', 'Masood', 'Durdana Rehman', 'Sozi Saleha']"
1080. Ucha Shamla Jatt Da,/title/tt2955934/?ref_=sr_i_1080,1972,,,,,,"['Short', 'Drama', 'Back to top']","['Muhammad Sawaiz Admani', 'Misum Ali', 'Mustansir Khan', 'Kumail Sayani']"
1081. Pro Wrestling Entertainment: PWE,/title/tt7342710/?ref_=sr_i_1081,2017– ,,,TV Series,"""Pro Wrestling Entertainment"" is the first company in the history of Pakistan to present International Wrestling Competitions in Pakistan. Our aim is to highlight the softer image of Pakistan to rest of the world through the medium of sports and pave way for the Pakistani youth to represent Pakistan at the international areas of sports.","https://m.media-amazon.com/images/M/MV5BYjk1MTFlOTMtNjMxZi00NTJhLTgzZDctZWU5NTQ3ODFjMzViXkEyXkFqcGdeQXVyODg1MTc3MTM@._V1_QL75_UY207_CR34,0,140,207_.jpg","['Action', 'Crime', 'Drama', 'Back to top']","['Sultan Rahi', 'Aasia', 'Iqbal Hassan', 'Afzaal Ahmad', 'Deeba Begum', 'Altaf Khan', 'Nayyar Sultana', 'Ilyas Kashmiri', 'Nazli', 'Jaggi Malik', 'Khalid Salim Mota', 'Nasrullah Butt', 'Ladla', 'Shakeel', 'Changezi', 'Saleem Hassan', 'Iqbal Durrani', 'Haider Abbas']"
1082. Jigri Yaar,/title/tt1538314/?ref_=sr_i_1082,1967,,,,,"https://m.media-amazon.com/images/M/MV5BY2Y4NzZiZjAtNTAxMS00OThjLWI3NWItN2IxMWRjNjgxMjI5XkEyXkFqcGdeQXVyOTM3ODI3Mjk@._V1_QL75_UY207_CR12,0,140,207_.jpg","['Action', 'Drama', 'Back to top']","['Anjuman', 'Sultan Rahi', 'Ghulam Mohiuddin', 'Sithara', 'Afzaal', 'Albela', 'Amanullah Khan', 'Rangeela', 'Sangeeta', 'Talish']"
1083. Love in Jungle,/title/tt6572650/?ref_=sr_i_1083,1970,,,,,"https://m.media-amazon.com/images/M/MV5BODMxZTI5OWUtMGVlOS00MDg3LTg2MzItY2Q1MWNiZGFkY2MwXkEyXkFqcGdeQXVyOTM3ODI3Mjk@._V1_QL75_UY207_CR2,0,140,207_.jpg","['Short', 'Drama', 'Back to top']","['Nazish Jahangir', 'Shehroz Sabzwari']"
1084. Reshmi Rumal,/title/tt11655996/?ref_=sr_i_1084,1984,,,,,,"['Drama', 'Back to top']","['Asad Bukhari', 'Sultan Rahi', 'Habibur Rehman', 'Tarannum', 'Zulfi']"
1085. Cease: Every end has a new beginning,/title/tt29547501/?ref_=sr_i_1085,2021,,,Short,Story explores life of Afaan whose father has passed away and he is struggling in his life. He is not doing well in school and his relation with family and friends is also in dark area.,,"['Short', 'Drama', 'Back to top']","['Saima Butt', 'Abdullah Malik']"
1086. Goga Sher,/title/tt11274096/?ref_=sr_i_1086,1979,,,,,"https://m.media-amazon.com/images/M/MV5BZDgyYzE5ZjItZWQxNy00MzhiLTk1NjEtOTQ3YzY0YmNkMjU4XkEyXkFqcGdeQXVyOTM3ODI3Mjk@._V1_QL75_UX140_CR0,2,140,207_.jpg","['Drama', 'Back to top']","['Zahid Hasan', 'Golam Mustafa', 'Nuton']"
1087. Janbaz,/title/tt1863288/?ref_=sr_i_1087,1987,,,,,"https://m.media-amazon.com/images/M/MV5BYmI3MDcxYWEtMmE3Mi00OWViLWI4NTgtZGNhY2ZjODViYWEwXkEyXkFqcGdeQXVyOTM3ODI3Mjk@._V1_QL75_UY207_CR6,0,140,207_.jpg","['Drama', 'Back to top']","['Shakeel Ahmed', 'Saba Faisal', 'Sabreen Hisbani', 'Nouman Ijaz', 'Angeline Malik', 'Samiya Mumtaz', 'Rehan Sheikh', 'Adnan Siddiqui']"
1088. The Last Selfie,/title/tt28803514/?ref_=sr_i_1088,2023,,,Short,,,"['Drama', 'Back to top']","['Sana Fakhar', 'Nazish Jahangir', 'Bilal Qureshi', 'Naveed Raza']"
1089. Badguman,/title/tt2955920/?ref_=sr_i_1089,1972,,,,,,"['Drama', 'Back to top']","['Abid Ali', 'Mahnoor Baloch', 'Asad Malik']"
1090. 455 mL,/title/tt13999686/?ref_=sr_i_1090,2021,,,Short,"Kausar, a middle aged trans-woman, receives a call to donate blood to a critically ill boy with the same rare blood group as hers. She rushes through the busy city of Lahore to reach the hospital on time, only to find out that her blood is not welcome, even if it costs the boy his life.","https://m.media-amazon.com/images/M/MV5BMzZiMjBhZDUtY2ZiMC00MWYwLTlhYTAtODk0NGMzMDczYmRiXkEyXkFqcGdeQXVyMTAwODUwNDM5._V1_QL75_UY207_CR4,0,140,207_.jpg","['Drama', 'Back to top']","['Hassan Ahmad', 'Mawra Hocane', 'Sonya Hussain', 'Tahira Imam', 'Sami Khan', 'Nargis Rasheed']"
1091. Boloban,/title/tt6548582/?ref_=sr_i_1091,1988,,,,,,"['Drama', 'Back to top']","['Shamim Ara', 'Nadeem Baig', 'Sabira Sultana', 'Andaleeb', 'Asif Khan', 'Qavi Khan', 'Zia Mohyeddin', 'Naina', 'Pandit Shahed', 'Talish', 'Zamurrud']"
1092. Pathjar Ke Baad,/title/tt30325389/?ref_=sr_i_1092,2012–2013,,,TV Series,"Simple and innocent A girl got married to a billionaire's psycho son by cheating. Her ex, who was deeply in love with her, found her and decided to help her by treating her husband and making him normal.",,"['Drama', 'Back to top']","['Ajmal', 'Allauddin', 'Zeenat Begum', 'ChunChun', 'Farida', 'Asif Jah', 'Sawan', 'Zahoor Shah', 'Shirin']"
1093. Teri Behisi,/title/tt14663602/?ref_=sr_i_1093,2021– ,,,TV Series,Teri Behisi narrates the story of a woman whose trust in her family members escalates into hatred after an incident where she realizes her worth.,"https://m.media-amazon.com/images/M/MV5BMTc5YmE3ZDgtM2RmNC00OTgwLWJiOWQtNTA1NmY0NTRiNjBkXkEyXkFqcGdeQXVyMTI0NzY1MTg5._V1_QL75_UX140_CR0,0,140,207_.jpg","['Short', 'Drama', 'Back to top']",['Marya Javed']
1094. Doosra Aasman,/title/tt28119819/?ref_=sr_i_1094,1993,,,TV Mini Series,,,"['Short', 'Drama', 'Back to top']",['Raza Ali Abid']
1095. Mere Harjai,/title/tt29551536/?ref_=sr_i_1095,2013,,,TV Series,,,"['Short', 'Drama', 'Back to top']","['Noor ul Hassan', 'Mashal Khan']"
1096. Suhag,/title/tt28427101/?ref_=sr_i_1096,1972,,,,,,"['Comedy', 'Drama', 'Family', 'Back to top']","['Rani', 'Sangeeta', 'Nazli', 'Aurangzeb', 'Aslam Pervaiz', 'Tamanna', 'Asim Bukhari', 'Kousar', 'Shabbir Hassan', 'Jani', 'Atiq Choudhry', 'Shoukat Naz', 'Zamanullah', 'Syed Noor', 'Rani', 'Sangeeta']"
1097. Tees Maar Khan,/title/tt1296444/?ref_=sr_i_1097,1963,5.9,(20),,,"https://m.media-amazon.com/images/M/MV5BZjNjNTYyOGMtOWZiYi00YjY2LTkzNjMtNjU3ZGM2NTk3OGZhXkEyXkFqcGdeQXVyMjM5NDM1MTE@._V1_QL75_UY207_CR8,0,140,207_.jpg","['Action', 'Drama', 'Back to top']","['Sultan Rahi', 'Chakori', 'Iqbal Hassan', 'Mohammad Ali', 'Ilyas Kashmiri', 'Nimmo', 'Iqbal Durrani', 'Shakeel', 'Haider Abbas', 'Guddo', 'Parvez Rahi', 'Imrozia']"
1098. Inheritance,/title/tt6814708/?ref_=sr_i_1098,2017,,,Video,It's time for Sheharzade's weekly visit to her depressed mother. She has good news for her and is hoping it will prevent this meeting from spiraling into their usual toxicity. But how do you break free from the angst and depression you receive as your only inheritance?,"https://m.media-amazon.com/images/M/MV5BZWVkNDVlODEtYjk5My00Yjk4LWFjNjEtYjk1NDE2MTgzMjRlXkEyXkFqcGdeQXVyNjc0MTY0Mjc@._V1_QL75_UY207_CR34,0,140,207_.jpg","['Short', 'Drama', 'History', 'Back to top']","['Hannan Azhar', 'Nighat Chaodhry', 'Bilal Zaman']"
1099. Wesaah,/title/tt27647609/?ref_=sr_i_1099,2016,,,Short,,,"['Drama', 'Crime', 'Family', 'Back to top']","['Sawan', 'Sudhir', 'Asad Bukhari', 'Firdous', 'Salma Mumtaz', 'Nabila', 'Sultan Rahi', 'Fazil Butt', 'Tani', 'Mazhar Shah', 'Naheed', 'Meena Chaudhry', 'Taya Barkat', 'Jaggi Malik', 'Nazar', 'Zulfi', 'Razia', 'Gulrez']"
1100. I Hate You,/title/tt21742022/?ref_=sr_i_1100,2022,7.9,(9),Short,"A young and beautiful journalist Mashal Khan is intrigued by the disappearance of a well-known socialite and poet from a bygone era. She is drawn by the myth of his personality and the mystery of his disappearance and sets out to look for him. As the story unfolds, she finds him and both of them explore their inner demons only to discover that the man she has found is her father. A story of strong emotional roller coaster and betrayal.","https://m.media-amazon.com/images/M/MV5BZmU0ZTBlZjAtNzZkOS00MzE0LWFlZDYtY2I4N2EyMDdhMDBlXkEyXkFqcGdeQXVyMTU1NTc3NjU5._V1_QL75_UY207_CR3,0,140,207_.jpg","['Drama', 'Back to top']","['Nida Mumtaz', 'Shahzad Raza']"
1101. Judai,/title/tt14245362/?ref_=sr_i_1101,1984,,,,,,"['Drama', 'Back to top']","['Adeel Suhrwardy', 'Khurram Suhrwardy']"
